"","iso3c","country","date","gdp_per_capita","teenage_mothers","total_fertility","prevalence_undernourishment","gini_index","prenatal_care","tot_pop","maternal_mortality","gdp_per_capita_one_year_before","gdp_per_capita_four_year_average","teenage_mothers_one_year_before","teenage_mothers_four_year_average","total_fertility_one_year_before","total_fertility_four_year_average","prevalence_undernourishment_one_year_before","prevalence_undernourishment_four_year_average","gini_index_one_year_before","gini_index_four_year_average","prenatal_care_one_year_before","prenatal_care_four_year_average","tot_pop_one_year_before","tot_pop_four_year_average"
"1006","MWI","Malawi",2019,587.115464659464,NA,4.072,16.5,38.5,NA,18867337,370,11403.2527870674,9350.90389563987,NA,NA,1.4,3.568,6.6,13.5333333333333,NA,41.15,NA,NA,1265985,8996321.75
"1007","MYS","Malaysia",2019,11132.1027429418,NA,1.834,3.8,NA,NA,32804020,22,587.115464659464,3575.86479878976,NA,NA,4.072,3.694,16.5,14.275,38.5,40.2666666666667,NA,NA,18867337,13700691.5
"1008","NAM","Namibia",2019,5126.17614281673,NA,3.404,17.6,NA,NA,2446644,223,11132.1027429418,6230.83654531271,NA,NA,1.834,2.95675,3.8,8.475,NA,35.25,NA,NA,32804020,14330297.75
"1009","NCL","New Caledonia",2019,34934.5794300065,NA,2.1,5.9,NA,NA,271240,NA,5126.17614281673,7062.16178437135,NA,NA,3.404,2.6775,17.6,11.125,NA,38.5,NA,NA,2446644,13845996.5
"1010","NER","Niger",2019,549.81612777766,NA,6.961,11.9,NA,NA,23443393,410,34934.5794300065,12944.9934451061,NA,NA,2.1,2.8525,5.9,10.95,NA,38.5,NA,NA,271240,13597310.25
"1011","NGA","Nigeria",2019,2334.02364195898,NA,5.379,12.4,NA,NA,203304492,1122,549.81612777766,12935.6686108857,NA,NA,6.961,3.57475,11.9,9.8,NA,NA,NA,NA,23443393,14741324.25
"1012","NIC","Nicaragua",2019,1905.64091736446,NA,2.377,17.5,NA,NA,6663924,75,2334.02364195898,10736.14883564,NA,NA,5.379,4.461,12.4,11.95,NA,NA,NA,NA,203304492,57366442.25
"1013","NLD","Netherlands",2019,52476.2732533327,NA,1.57,2.5,29.2,NA,17344874,4,1905.64091736446,9931.0150292769,NA,NA,2.377,4.20425,17.5,11.925,NA,NA,NA,NA,6663924,58420762.25
"1014","NOR","Norway",2019,76430.5889473338,NA,1.53,2.5,27.7,NA,5347896,2,52476.2732533327,14316.4384851085,NA,NA,1.57,4.07175,2.5,11.075,29.2,29.2,NA,NA,17344874,62689170.75
"1015","NPL","Nepal",2019,1185.68231827815,NA,2.08,4.9,NA,88.8,28832496,182,76430.5889473338,33286.6316899975,NA,NA,1.53,2.714,2.5,8.725,27.7,28.45,NA,NA,5347896,58165296.5
"1016","NRU","Nauru",2019,10316.5278229326,NA,3.618,NA,NA,NA,12132,NA,1185.68231827815,32999.5463590773,NA,NA,2.08,1.88925,4.9,6.85,NA,28.45,88.8,88.8,28832496,14547297.5
"1017","NZL","New Zealand",2019,42747.2099299966,NA,1.72,2.5,NA,NA,4979200,7,10316.5278229326,35102.2680854693,NA,NA,3.618,2.1995,NA,3.3,NA,28.45,NA,88.8,12132,12884349.5
"1018","OMN","Oman",2019,19132.1522739094,NA,2.776,3.1,NA,NA,4602768,16,42747.2099299966,32670.0022546353,NA,NA,1.72,2.237,2.5,3.3,NA,27.7,NA,88.8,4979200,9792931
"1019","PAK","Pakistan",2019,1437.1658330724,NA,3.62,13.1,NA,91.2,223293280,179,19132.1522739094,18345.3930862792,NA,NA,2.776,2.5485,3.1,3.5,NA,NA,NA,88.8,4602768,9606649
"1020","PAN","Panama",2019,16472.8317470488,NA,2.375,4.7,49.8,NA,4232532,51,1437.1658330724,18408.2639649777,NA,NA,3.62,2.9335,13.1,6.23333333333333,NA,NA,91.2,91.2,223293280,58221845
"1021","PER","Peru",2019,6956.49574886694,NA,2.242,6.2,41.5,98.2,32824861,72,16472.8317470488,19947.3399460068,NA,NA,2.375,2.62275,4.7,5.85,49.8,49.8,NA,91.2,4232532,59276945
"1022","PHL","Philippines",2019,3413.84904430419,NA,2.805,5,NA,NA,110380804,81,6956.49574886694,10999.6614007244,NA,NA,2.242,2.75325,6.2,6.775,41.5,45.65,98.2,94.7,32824861,66238360.25
"1023","PLW","Palau",2019,15730.559546438,NA,NA,NA,NA,NA,17916,NA,3413.84904430419,7070.08559332308,NA,NA,2.805,2.7605,5,7.25,NA,45.65,NA,94.7,110380804,92682869.25
"1024","PNG","Papua New Guinea",2019,2593.77555393227,NA,3.322,23.1,NA,NA,9542486,190,15730.559546438,10643.4340216645,NA,NA,NA,2.474,NA,5.3,NA,45.65,NA,98.2,17916,36864028.25
"1025","POL","Poland",2019,15700.0135796738,NA,1.44,2.5,28.8,NA,37965475,2,2593.77555393227,7173.66997338535,NA,NA,3.322,2.78966666666667,23.1,11.4333333333333,NA,41.5,NA,98.2,9542486,38191516.75
"1026","PRI","Puerto Rico",2019,32916.866800639,NA,0.982,NA,NA,NA,3193694,21,15700.0135796738,9359.54943108707,NA,NA,1.44,2.52233333333333,2.5,10.2,28.8,28.8,NA,NA,37965475,39476670.25
"1027","PRK","Korea, Dem. People's Rep.",2019,NA,NA,1.84,43.3,NA,NA,25755441,106,32916.866800639,16735.3038701708,NA,NA,0.982,1.91466666666667,NA,12.8,NA,28.8,NA,NA,3193694,12679892.75
"1028","PRT","Portugal",2019,23330.817288932,NA,1.43,2.5,32.8,NA,10286263,11,NA,17070.2186447484,NA,NA,1.84,1.896,43.3,22.9666666666667,NA,28.8,NA,NA,25755441,19114274
"1029","PRY","Paraguay",2019,5807.83879407975,NA,2.525,3.3,45.7,NA,6530026,70,23330.817288932,23982.5658897483,NA,NA,1.43,1.423,2.5,16.1,32.8,30.8,NA,NA,10286263,19300218.25
"1030","PSE","West Bank and Gaza",2019,3656.85827137011,NA,3.642,NA,NA,NA,4685306,20,5807.83879407975,20685.1742945503,NA,NA,2.525,1.69425,3.3,16.3666666666667,45.7,39.25,NA,NA,6530026,11441356
"1031","PYF","French Polynesia",2019,20093.2085805567,NA,1.712,5.9,NA,NA,299717,NA,3656.85827137011,10931.8381181273,NA,NA,3.642,2.35925,NA,16.3666666666667,NA,39.25,NA,NA,4685306,11814259
"1032","QAT","Qatar",2019,62827.3969554767,NA,1.834,NA,NA,NA,2807235,7,20093.2085805567,13222.1807337346,NA,NA,1.712,2.32725,5.9,3.9,NA,39.25,NA,NA,299717,5450328
"1033","ROU","Romania",2019,12957.9991142218,NA,1.77,2.5,34.8,69.9,19371648,10,62827.3969554767,23096.3256503708,NA,NA,1.834,2.42825,NA,4.6,NA,45.7,NA,NA,2807235,3580571
"1034","RUS","Russian Federation",2019,11447.701171875,NA,1.504,2.5,35.7,NA,145453291,7,12957.9991142218,24883.8657304063,NA,NA,1.77,2.2395,2.5,4.2,34.8,34.8,69.9,69.9,19371648,6790976.5
"1035","RWA","Rwanda",2019,806.332472032037,NA,3.939,32.7,NA,NA,12835028,281,11447.701171875,26831.5764555326,NA,NA,1.504,1.705,2.5,3.63333333333333,35.7,35.25,NA,69.9,145453291,41982972.75
"1036","SAU","Saudi Arabia",2019,23405.7087429435,NA,2.504,4.6,NA,NA,35827362,18,806.332472032037,22009.8574284014,NA,NA,3.939,2.26175,32.7,12.5666666666667,NA,35.25,NA,69.9,12835028,45116800.5
"1037","SDN","Sudan",2019,748.010925292969,NA,4.617,11.3,NA,NA,43232093,298,23405.7087429435,12154.4353752681,NA,NA,2.504,2.42925,4.6,10.575,NA,35.25,NA,69.9,35827362,53371832.25
"1038","SEN","Senegal",2019,1462.67835252138,13.8,4.517,6.3,NA,97.6,16000781,258,748.010925292969,9101.93832803588,NA,NA,4.617,3.141,11.3,12.775,NA,35.7,NA,NA,43232093,59336943.5
"1039","SGP","Singapore",2019,66081.7199235165,NA,1.14,NA,NA,NA,5703569,6,1462.67835252138,6605.68262319747,13.8,13.8,4.517,3.89425,6.3,13.725,NA,NA,97.6,97.6,16000781,26973816
"1040","SLB","Solomon Islands",2019,2398.77305007963,NA,4.104,19.9,NA,NA,674993,127,66081.7199235165,22924.5294860686,NA,13.8,1.14,3.1945,NA,7.4,NA,NA,NA,97.6,5703569,25190951.25
"1041","SLE","Sierra Leone",2019,506.606913779078,21.3,4.192,27.5,NA,97.9,8046828,435,2398.77305007963,17672.7955628526,NA,13.8,4.104,3.5945,19.9,12.5,NA,NA,NA,97.6,674993,16402859
"1042","SLV","El Salvador",2019,4280.28840404719,NA,1.838,7.2,38.8,NA,6280217,39,506.606913779078,17612.4445599741,21.3,17.55,4.192,3.48825,27.5,17.9,NA,NA,97.9,97.75,8046828,7606542.75
"1043","SMR","San Marino",2019,47287.3983948633,NA,NA,NA,NA,NA,34178,NA,4280.28840404719,18316.8470728556,NA,21.3,1.838,2.8185,7.2,18.2,38.8,38.8,NA,97.9,6280217,5176401.75
"1044","SOM","Somalia",2019,589.465891901627,NA,6.531,51.9,NA,31.1,15981300,606,47287.3983948633,13618.2666906923,NA,21.3,NA,3.378,NA,18.2,NA,38.8,NA,97.9,34178,3759054
"1045","SRB","Serbia",2019,7417.20660836868,NA,1.52,2.5,34.5,99.4,6945235,10,589.465891901627,13165.9399011478,NA,21.3,6.531,4.187,51.9,28.8666666666667,NA,38.8,31.1,64.5,15981300,7585630.75
"1046","SSD","South Sudan",2019,NA,NA,4.619,NA,NA,NA,10447666,1245,7417.20660836868,14893.5898247952,NA,NA,1.52,3.29633333333333,2.5,20.5333333333333,34.5,36.65,99.4,65.25,6945235,7310232.5
"1047","STP","Sao Tome and Principe",2019,1924.40814952173,NA,3.964,14.9,NA,98.1,214599,142,NA,18431.3569650445,NA,NA,4.619,4.22333333333333,NA,27.2,NA,34.5,NA,65.25,10447666,8352094.75
"1048","SUR","Suriname",2019,6690.04478601228,NA,2.394,9,NA,NA,600301,100,1924.40814952173,3310.36021659735,NA,NA,3.964,4.1585,14.9,23.1,NA,34.5,98.1,76.2,214599,8397200
"1049","SVK","Slovak Republic",2019,19381.8905468746,NA,1.57,2.7,23.2,NA,5454147,5,6690.04478601228,5343.88651463423,NA,NA,2.394,3.12425,9,8.8,NA,34.5,NA,98.75,600301,4551950.25
"1050","SVN","Slovenia",2019,26042.4463468032,NA,1.61,2.5,24.4,NA,2088385,3,19381.8905468746,9332.1144941362,NA,NA,1.57,3.13675,2.7,8.86666666666667,23.2,23.2,NA,98.1,5454147,4179178.25
"1051","SWE","Sweden",2019,51939.4297445291,NA,1.71,2.5,29.3,NA,10278887,5,26042.4463468032,13509.697457303,NA,NA,1.61,2.3845,2.5,7.275,24.4,23.8,NA,98.1,2088385,2089358
"1052","SWZ","Eswatini",2019,3843.38004601919,NA,2.921,12.1,NA,NA,1169613,228,51939.4297445291,26013.4528560548,NA,NA,1.71,1.821,2.5,4.175,29.3,25.6333333333333,NA,NA,10278887,4605430
"1053","SXM","Sint Maarten (Dutch part)",2019,35509.49472678,NA,1.601,NA,NA,NA,39648,NA,3843.38004601919,25301.7866710565,NA,NA,2.921,1.95275,12.1,4.95,NA,25.6333333333333,NA,NA,1169613,4747758
"1054","SYC","Seychelles",2019,19141.5118743615,NA,2.36,4,NA,NA,97625,3,35509.49472678,29333.6877160329,NA,NA,1.601,1.9605,NA,5.7,NA,26.85,NA,NA,39648,3394133.25
"1055","SYR","Syrian Arab Republic",2019,1123.63235251465,NA,2.835,23.6,NA,NA,20098251,33,19141.5118743615,27608.4540979224,NA,NA,2.36,2.148,4,6.2,NA,29.3,NA,NA,97625,2896443.25
"1056","TCA","Turks and Caicos Islands",2019,27327.8832805295,NA,1.692,NA,NA,NA,43080,NA,1123.63235251465,14904.5047499188,NA,NA,2.835,2.42925,23.6,13.2333333333333,NA,NA,NA,NA,20098251,5351284.25
"1057","TCD","Chad",2019,701.621201027424,NA,6.412,28.1,NA,NA,16126866,1047,27327.8832805295,20775.6305585464,NA,NA,1.692,2.122,NA,13.8,NA,NA,NA,NA,43080,5069651
"1058","TGO","Togo",2019,848.310124981212,NA,4.385,18.8,NA,NA,8243094,418,701.621201027424,12073.6621771083,NA,NA,6.412,3.32475,28.1,18.5666666666667,NA,NA,NA,NA,16126866,9091455.5
"1059","THA","Thailand",2019,7628.57603307351,NA,1.352,6,34.9,98.6,71307763,29,848.310124981212,7500.3617397632,NA,NA,4.385,3.831,18.8,23.5,NA,NA,NA,NA,8243094,11127822.75
"1060","TJK","Tajikistan",2019,889.023340713117,NA,3.281,9.8,NA,NA,9337003,16,7628.57603307351,9126.59765990291,NA,NA,1.352,3.46025,6,17.6333333333333,34.9,34.9,98.6,98.6,71307763,23930200.75
"1061","TKM","Turkmenistan",2019,7344.88020350303,NA,2.74,5.8,NA,100,6158420,5,889.023340713117,2516.88267494882,NA,NA,3.281,3.8575,9.8,15.675,NA,34.9,NA,98.6,9337003,26253681.5
"1062","TLS","Timor-Leste",2019,1583.07860279061,NA,3.336,23.8,NA,NA,1280438,224,7344.88020350303,4177.69742556772,NA,NA,2.74,2.9395,5.8,10.1,NA,34.9,100,99.3,6158420,23761570
"1063","TON","Tonga",2019,4878.97868604087,NA,3.315,NA,NA,97.7,104951,125,1583.07860279061,4361.38954502007,NA,NA,3.336,2.67725,23.8,11.35,NA,34.9,NA,99.3,1280438,22020906
"1064","TTO","Trinidad and Tobago",2019,15642.4067190576,NA,1.643,13.2,NA,NA,1519955,26,4878.97868604087,3673.99020826191,NA,NA,3.315,3.168,NA,13.1333333333333,NA,NA,97.7,98.85,104951,4220203
"1065","TUN","Tunisia",2019,3477.83618091653,NA,2.148,2.5,NA,NA,12049314,40,15642.4067190576,7362.33605284803,NA,NA,1.643,2.7585,13.2,14.2666666666667,NA,NA,NA,98.85,1519955,2265941
"1066","TUR","Turkiye",2019,9215.44087472889,NA,1.967,2.5,43.8,NA,82579440,17,3477.83618091653,6395.5750472014,NA,NA,2.148,2.6105,2.5,13.1666666666667,NA,NA,NA,97.7,12049314,3738664.5
"1067","TUV","Tuvalu",2019,4940.05098268449,NA,3.199,NA,NA,NA,10956,NA,9215.44087472889,8303.66561518597,NA,NA,1.967,2.26825,2.5,6.06666666666667,43.8,43.8,NA,97.7,82579440,24063415
"1068","TZA","Tanzania",2019,1050.93176269531,NA,4.864,22.3,NA,NA,59872579,262,4940.05098268449,8318.93368934688,NA,NA,3.199,2.23925,NA,6.06666666666667,NA,43.8,NA,NA,10956,24039916.25
"1069","UGA","Uganda",2019,823.024732902811,19.6,4.809,32.5,42.7,95.1,42949080,292,1050.93176269531,4671.06495025631,NA,NA,4.864,3.0445,22.3,9.1,NA,43.8,NA,NA,59872579,38628072.25
"1070","UKR","Ukraine",2019,3661.45776367188,NA,1.228,3.6,26.6,NA,44474512,9,823.024732902811,4007.36208825288,19.6,19.6,4.809,3.70975,32.5,19.1,42.7,43.25,95.1,95.1,42949080,46353013.75
"1071","URY","Uruguay",2019,18149.0562908315,NA,1.546,2.5,39.7,NA,3428409,20,3661.45776367188,2618.86631048862,NA,19.6,1.228,3.525,3.6,19.4666666666667,26.6,34.65,NA,95.1,44474512,36826781.75
"1072","USA","United States",2019,65548.0707847572,NA,1.706,2.5,41.5,NA,328329953,20,18149.0562908315,5921.11763752538,NA,19.6,1.546,3.11175,2.5,15.225,39.7,36.3333333333333,NA,95.1,3428409,37681145
"1073","UZB","Uzbekistan",2019,1795.20176845657,NA,2.785,2.5,NA,NA,33580350,30,65548.0707847572,22045.4023930408,NA,19.6,1.706,2.32225,2.5,10.275,41.5,37.625,NA,95.1,328329953,104795488.5
"1074","VCT","St. Vincent and the Grenadines",2019,8680.25110238522,NA,1.838,3.3,NA,NA,104924,65,1795.20176845657,22288.4466519293,NA,NA,2.785,1.81625,2.5,2.775,NA,35.9333333333333,NA,NA,33580350,102453306
"1075","VEN","Venezuela, RB",2019,NA,NA,2.25,23.4,NA,NA,28971683,177,8680.25110238522,23543.1449866076,NA,NA,1.838,1.96875,3.3,2.7,NA,40.6,NA,NA,104924,91360909
"1076","VGB","British Virgin Islands",2019,NA,NA,0.948,NA,NA,NA,30610,NA,NA,25341.1745518663,NA,NA,2.25,2.14475,23.4,7.925,NA,41.5,NA,NA,28971683,97746727.5
"1077","VIR","Virgin Islands (U.S.)",2019,38633.5298915336,NA,2.05,NA,NA,NA,106669,NA,NA,5237.7264354209,NA,NA,0.948,1.95525,NA,9.73333333333333,NA,NA,NA,NA,30610,15671891.75
"1078","VNM","Viet Nam",2019,3491.09140990663,NA,1.948,5.5,NA,NA,95776716,50,38633.5298915336,23656.8904969594,NA,NA,2.05,1.7715,NA,13.35,NA,NA,NA,NA,106669,7303471.5
"1079","VUT","Vanuatu",2019,3076.58988588361,NA,3.813,10.8,32.3,NA,304404,93,3491.09140990663,21062.3106507201,NA,NA,1.948,1.799,5.5,14.45,NA,NA,NA,NA,95776716,31221419.5
"1080","WSM","Samoa",2019,4308.3007294066,NA,4.047,7.4,NA,NA,211905,66,3076.58988588361,15067.0703957746,NA,NA,3.813,2.18975,10.8,8.15,32.3,32.3,NA,NA,304404,24054599.75
"1081","XKX","Kosovo",2019,4416.02925267842,NA,1.546,NA,NA,NA,1788878,NA,4308.3007294066,12377.3779791826,NA,NA,4.047,2.9645,7.4,7.9,NA,32.3,NA,NA,211905,24099923.5
"1082","YEM","Yemen, Rep.",2019,NA,NA,3.963,38.9,NA,NA,31546691,181,4416.02925267842,3823.00281946881,NA,NA,1.546,2.8385,NA,7.9,NA,32.3,NA,NA,1788878,24520475.75
"1083","ZAF","South Africa",2019,6702.52661671812,NA,2.475,6.1,NA,NA,58087055,118,NA,3933.63995598954,NA,NA,3.963,3.34225,38.9,19.0333333333333,NA,32.3,NA,NA,31546691,8462969.5
"1084","ZMB","Zambia",2019,1268.12094056241,NA,4.451,29.2,NA,96.9,18380477,129,6702.52661671812,5142.28553293438,NA,NA,2.475,3.00775,6.1,17.4666666666667,NA,NA,NA,NA,58087055,22908632.25
"1085","ZWE","Zimbabwe",2019,1421.86859641758,NA,3.599,38.9,50.3,93.3,15354608,393,1268.12094056241,4128.89226998632,NA,NA,4.451,3.10875,29.2,24.7333333333333,NA,NA,96.9,96.9,18380477,27450775.25
"1086","ABW","Aruba",2020,24008.1278217477,NA,1.325,NA,NA,NA,106585,NA,1421.86859641758,3130.83871789937,NA,NA,3.599,3.622,38.9,28.275,50.3,50.3,93.3,95.1,15354608,30842207.75
"1087","AFG","Afghanistan",2020,512.055098005672,NA,4.75,28.8,NA,NA,38972230,620,24008.1278217477,8350.16099386145,NA,NA,1.325,2.9625,NA,24.7333333333333,NA,50.3,NA,95.1,106585,22982181.25
"1088","AGO","Angola",2020,1450.90511139418,NA,5.371,20.1,NA,NA,33428486,222,512.055098005672,6802.54311418334,NA,NA,4.75,3.53125,28.8,32.3,NA,50.3,NA,95.1,38972230,18203475
"1089","ALB","Albania",2020,5343.0377039956,NA,1.4,4.1,29.4,NA,2837849,8,1450.90511139418,6848.23915689128,NA,NA,5.371,3.76125,20.1,29.2666666666667,NA,50.3,NA,93.3,33428486,21965477.25
"1090","AND","Andorra",2020,37207.2219994994,NA,NA,NA,NA,NA,77700,NA,5343.0377039956,7828.53143378579,NA,NA,1.4,3.2115,4.1,17.6666666666667,29.4,29.4,NA,NA,2837849,18836287.5
"1091","ARE","United Arab Emirates",2020,37629.1741680652,NA,1.46,2.7,NA,NA,9287289,9,37207.2219994994,11128.3049782237,NA,NA,NA,3.84033333333333,NA,17.6666666666667,NA,29.4,NA,NA,77700,18829066.25
"1092","ARG","Argentina",2020,8500.83793850534,NA,1.911,3.3,42.7,95,45376763,45,37629.1741680652,20407.5847457386,NA,NA,1.46,2.74366666666667,2.7,8.96666666666667,NA,29.4,NA,NA,9287289,11407831
"1093","ARM","Armenia",2020,4505.86774175695,NA,1.575,2.5,25.1,NA,2805608,27,8500.83793850534,22170.0679525164,NA,NA,1.911,1.59033333333333,3.3,3.36666666666667,42.7,36.05,95,95,45376763,14394900.25
"1094","ASM","American Samoa",2020,15609.7772196843,NA,NA,NA,NA,NA,46189,NA,4505.86774175695,21960.7754619567,NA,NA,1.575,1.64866666666667,2.5,2.83333333333333,25.1,33.9,NA,95,2805608,14386840
"1095","ATG","Antigua and Barbuda",2020,15224.8585890561,NA,1.569,NA,NA,NA,92664,21,15609.7772196843,16561.4142670029,NA,NA,NA,1.64866666666667,NA,2.83333333333333,NA,33.9,NA,95,46189,14378962.25
"1096","AUS","Australia",2020,51868.2475567823,NA,1.581,2.5,NA,NA,25649248,3,15224.8585890561,10960.3353722507,NA,NA,1.569,1.685,NA,2.9,NA,33.9,NA,95,92664,12080306
"1097","AUT","Austria",2020,48789.4978498872,NA,1.44,2.5,29.8,NA,8916864,5,51868.2475567823,21802.1877768199,NA,NA,1.581,1.575,2.5,2.5,NA,25.1,NA,NA,25649248,7148427.25
"1098","AZE","Azerbaijan",2020,4229.91064904503,NA,1.7,2.5,NA,NA,10093121,41,48789.4978498872,32873.0953038525,NA,NA,1.44,1.53,2.5,2.5,29.8,29.8,NA,NA,8916864,8676241.25
"1099","BDI","Burundi",2020,216.827417481114,NA,5.177,NA,37.5,NA,12220227,494,4229.91064904503,30028.1286611927,NA,NA,1.7,1.5725,2.5,2.5,NA,29.8,NA,NA,10093121,11187974.25
"1100","BEL","Belgium",2020,45587.968308319,NA,1.55,2.5,26,NA,11538604,5,216.827417481114,26276.1208682989,NA,NA,5.177,2.4745,NA,2.5,37.5,33.65,NA,NA,12220227,14219865
"1101","BEN","Benin",2020,1240.73315461172,NA,5.048,10.2,NA,NA,12643123,523,45587.968308319,24706.0510561831,NA,NA,1.55,2.46675,2.5,2.5,26,31.1,NA,NA,11538604,10692204
"1102","BFA","Burkina Faso",2020,823.552410880968,NA,4.869,15.5,NA,NA,21522626,264,1240.73315461172,12818.8598823642,NA,NA,5.048,3.36875,10.2,5.06666666666667,NA,31.75,NA,NA,12643123,11623768.75
"1103","BGD","Bangladesh",2020,2233.76728192962,NA,2.003,11.7,NA,NA,167420951,123,823.552410880968,11967.2703228232,NA,NA,4.869,4.161,15.5,9.4,NA,31.75,NA,NA,21522626,14481145
"1104","BGR","Bulgaria",2020,10148.3423954435,NA,1.56,2.5,40.5,NA,6934015,7,2233.76728192962,12471.5052889353,NA,NA,2.003,3.3675,11.7,9.975,NA,26,NA,NA,167420951,53281326
"1105","BHR","Bahrain",2020,23433.1872362574,NA,1.832,NA,NA,NA,1477469,16,10148.3423954435,3611.59881071645,NA,NA,1.56,3.37,2.5,9.975,40.5,40.5,NA,NA,6934015,52130178.75
"1106","BHS","Bahamas, The",2020,24499.1647620617,NA,1.394,NA,NA,NA,406471,77,23433.1872362574,9159.71233112787,NA,NA,1.832,2.566,NA,9.9,NA,40.5,NA,NA,1477469,49338765.25
"1107","BIH","Bosnia and Herzegovina",2020,6095.10423658487,NA,1.359,2.5,NA,NA,3318407,6,24499.1647620617,15078.6154189231,NA,NA,1.394,1.69725,NA,7.1,NA,40.5,NA,NA,406471,44059726.5
"1108","BLR","Belarus",2020,6542.8645398436,NA,1.474,2.5,24.4,NA,9379952,1,6095.10423658487,16043.9496575869,NA,NA,1.359,1.53625,2.5,2.5,NA,40.5,NA,NA,3318407,3034090.5
"1109","BLZ","Belize",2020,5185.1580697602,NA,1.999,4.7,NA,NA,394921,130,6542.8645398436,15142.5801936869,NA,NA,1.474,1.51475,2.5,2.5,24.4,24.4,NA,NA,9379952,3645574.75
"1110","BMU","Bermuda",2020,107791.886435134,NA,1.4,NA,NA,NA,63893,NA,5185.1580697602,10580.5729020626,NA,NA,1.999,1.5565,4.7,3.23333333333333,NA,24.4,NA,NA,394921,3374937.75
"1111","BOL","Bolivia",2020,3068.81255516456,NA,2.651,16.2,43.6,NA,11936162,161,107791.886435134,31403.7533203307,NA,NA,1.4,1.558,NA,3.23333333333333,NA,24.4,NA,NA,63893,3289293.25
"1112","BRA","Brazil",2020,6923.6999117682,NA,1.649,3.7,48.9,NA,213196304,72,3068.81255516456,30647.1803999756,NA,NA,2.651,1.881,16.2,7.8,43.6,34,NA,NA,11936162,5443732
"1113","BRB","Barbados",2020,17028.4137830299,NA,1.628,2.5,NA,NA,280693,39,6923.6999117682,30742.3892429567,NA,NA,1.649,1.92475,3.7,8.2,48.9,46.25,NA,NA,213196304,56397820
"1114","BRN","Brunei Darussalam",2020,27179.3528869398,NA,1.796,NA,NA,NA,441725,44,17028.4137830299,33703.2031712742,NA,NA,1.628,1.832,2.5,7.46666666666667,NA,46.25,NA,NA,280693,56369263
"1115","BTN","Bhutan",2020,3181.33974675871,NA,1.433,NA,NA,NA,772506,60,27179.3528869398,13550.0697842256,NA,NA,1.796,1.931,NA,7.46666666666667,NA,46.25,NA,NA,441725,56463721
"1116","BWA","Botswana",2020,5875.07043504191,NA,2.836,24.5,NA,NA,2546402,186,3181.33974675871,13578.2015821242,NA,NA,1.433,1.6265,NA,3.1,NA,48.9,NA,NA,772506,53672807
"1117","CAF","Central African Republic",2020,435.469247800022,NA,5.985,45.7,NA,NA,5343020,835,5875.07043504191,13316.0442129426,NA,NA,2.836,1.92325,24.5,13.5,NA,NA,NA,NA,2546402,1010331.5
"1118","CAN","Canada",2020,43537.839298904,NA,1.41,2.5,NA,NA,38028638,11,435.469247800022,9167.80807913511,NA,NA,5.985,3.0125,45.7,35.1,NA,NA,NA,NA,5343020,2275913.25
"1119","CHE","Switzerland",2020,85897.7843338323,NA,1.46,2.5,33.7,NA,8638167,7,43537.839298904,13257.4296821262,NA,NA,1.41,2.916,2.5,24.2333333333333,NA,NA,NA,NA,38028638,11672641.5
"1120","CHI","Channel Islands",2020,54357.9344480583,NA,1.447,NA,NA,NA,171113,NA,85897.7843338323,33936.5408288946,NA,NA,1.46,2.92275,2.5,18.8,33.7,33.7,NA,NA,8638167,13639056.75
"1121","CHL","Chile",2020,13162.5913519707,NA,1.537,2.5,47,NA,19300315,15,54357.9344480583,46057.2568321487,NA,NA,1.447,2.5755,NA,16.9,NA,33.7,NA,NA,171113,13045234.5
"1122","CHN","China",2020,10408.7195541075,NA,1.281,2.5,37.1,NA,1411100000,23,13162.5913519707,49239.0373581913,NA,NA,1.537,1.4635,2.5,2.5,47,40.35,NA,NA,19300315,16534558.25
"1123","CIV","Cote d'Ivoire",2020,2350.75139725548,NA,4.472,7.9,NA,NA,26811790,480,10408.7195541075,40956.7574219922,NA,NA,1.281,1.43125,2.5,2.5,37.1,39.2666666666667,NA,NA,1411100000,359802398.75
"1124","CMR","Cameroon",2020,1539.13054519245,NA,4.543,5.6,NA,NA,26491087,438,2350.75139725548,20069.999187848,NA,NA,4.472,2.18425,7.9,4.3,NA,42.05,NA,NA,26811790,364345804.5
"1125","COD","Congo, Dem. Rep.",2020,524.666686211495,NA,6.206,33.9,44.7,NA,92853164,547,1539.13054519245,6865.29821213153,NA,NA,4.543,2.95825,5.6,4.625,NA,42.05,NA,NA,26491087,370925798
"1126","COG","Congo, Rep.",2020,2011.28344044263,NA,4.234,32,NA,NA,5702174,282,524.666686211495,3705.81704569173,NA,NA,6.206,4.1255,33.9,12.475,44.7,40.9,NA,NA,92853164,389314010.25
"1127","COL","Colombia",2020,5308.16470717512,NA,1.737,6.3,53.5,NA,50930662,75,2011.28344044263,1606.45801727551,NA,NA,4.234,4.86375,32,19.85,NA,44.7,NA,NA,5702174,37964553.75
"1128","COM","Comoros",2020,1519.58678065177,NA,4.052,11.9,NA,NA,806166,217,5308.16470717512,2345.81134475542,NA,NA,1.737,4.18,6.3,19.45,53.5,49.1,NA,NA,50930662,43994271.75
"1129","CPV","Cabo Verde",2020,3126.39985872259,NA,1.908,18.1,NA,NA,582640,42,1519.58678065177,2340.92540362025,NA,NA,4.052,4.05725,11.9,21.025,NA,49.1,NA,NA,806166,37573041.5
