"","iso3c","country","date","gdp_per_capita","teenage_mothers","total_fertility","prevalence_undernourishment","gini_index","prenatal_care","tot_pop","maternal_mortality","gdp_per_capita_one_year_before","gdp_per_capita_four_year_average","teenage_mothers_one_year_before","teenage_mothers_four_year_average","total_fertility_one_year_before","total_fertility_four_year_average","prevalence_undernourishment_one_year_before","prevalence_undernourishment_four_year_average","gini_index_one_year_before","gini_index_four_year_average","prenatal_care_one_year_before","prenatal_care_four_year_average","tot_pop_one_year_before","tot_pop_four_year_average"
"121","MAR","Morocco",2015,3139.22827148438,NA,2.531,3.8,NA,NA,34680458,97,NA,64156.3683116335,NA,NA,2.558,1.731,NA,3.6,NA,33.55,NA,NA,35020,799347.5
"122","MCO","Monaco",2015,170338.680381498,NA,NA,NA,NA,NA,36760,NA,3139.22827148438,30048.773540654,NA,NA,2.531,1.99625,3.8,4.03333333333333,NA,34.2,NA,NA,34680458,9327061
"123","MDA","Moldova",2015,2749.55137054338,NA,1.868,2.5,27,NA,2835978,17,170338.680381498,82232.8480693828,NA,NA,NA,2.095,NA,4.8,NA,NA,NA,NA,36760,8841869.25
"124","MDG","Madagascar",2015,455.63803458407,NA,4.183,40.4,NA,NA,24850912,482,2749.55137054338,58742.4866745086,NA,NA,1.868,2.319,2.5,3.15,27,27,NA,NA,2835978,9397054
"125","MDV","Maldives",2015,9480.43151261807,NA,1.99,NA,NA,NA,435582,57,455.63803458407,44170.7745145275,NA,NA,4.183,2.86066666666667,40.4,15.5666666666667,NA,27,NA,NA,24850912,15601027
"126","MEX","Mexico",2015,10098.173182095,NA,2.137,3.9,NA,98.5,120149897,52,9480.43151261807,45756.0753248109,NA,NA,1.99,2.68033333333333,NA,21.45,NA,27,NA,NA,435582,7039808
"127","MHL","Marshall Islands",2015,3708.21556179322,NA,3.063,NA,NA,NA,49410,NA,10098.173182095,5695.94852496013,NA,NA,2.137,2.5445,3.9,15.6,NA,27,98.5,98.5,120149897,37068092.25
"128","MKD","North Macedonia",2015,5262.68671928674,NA,1.49,3.6,35.6,NA,1912430,5,3708.21556179322,5935.61457277259,NA,NA,3.063,2.84325,NA,22.15,NA,NA,NA,98.5,49410,36371450.25
"129","MLI","Mali",2015,723.504204947663,37.7,6.385,4.2,NA,42.1,18112907,494,5262.68671928674,7137.37674394826,NA,NA,1.49,2.17,3.6,3.75,35.6,35.6,NA,98.5,1912430,30636829.75
"130","MLT","Malta",2015,24921.7141769982,NA,1.37,2.5,29.4,NA,445053,4,723.504204947663,4948.14491703066,37.7,37.7,6.385,3.26875,4.2,3.9,NA,35.6,42.1,70.3,18112907,35056161
"131","MMR","Myanmar",2015,1157.78396112581,NA,2.248,4.1,38.1,NA,51483949,243,24921.7141769982,8654.03016575646,NA,37.7,1.37,3.077,2.5,3.43333333333333,29.4,32.5,NA,42.1,445053,5129950
"132","MNE","Montenegro",2015,6517.19267514764,NA,1.74,2.5,39,NA,622159,6,1157.78396112581,8016.4222655896,NA,37.7,2.248,2.87325,4.1,3.6,38.1,34.3666666666667,NA,42.1,51483949,17988584.75
"133","MNG","Mongolia",2015,3919.35121343969,NA,3.01,7.6,NA,NA,2964749,47,6517.19267514764,8330.04875455483,NA,37.7,1.74,2.93575,2.5,3.325,39,35.5,NA,42.1,622159,17666017
"134","MNP","Northern Mariana Islands",2015,17665.1007493109,NA,NA,NA,NA,NA,51514,NA,3919.35121343969,9129.01050667784,NA,NA,3.01,2.092,7.6,4.175,NA,35.5,NA,NA,2964749,13878977.5
"135","MOZ","Mozambique",2015,603.838513777915,46.4,5.062,39.5,NA,87.2,26843246,226,17665.1007493109,7314.85714975601,NA,NA,NA,2.33266666666667,NA,4.73333333333333,NA,38.55,NA,NA,51514,13780592.75
"136","MRT","Mauritania",2015,1562.72683648828,NA,4.813,6.8,NA,86.9,3946220,510,603.838513777915,7176.37078791904,46.4,46.4,5.062,3.27066666666667,39.5,16.5333333333333,NA,39,87.2,87.2,26843246,7620417
"137","MUS","Mauritius",2015,9507.87133656424,NA,1.36,5.9,NA,NA,1262879,57,1562.72683648828,5937.7543282542,NA,46.4,4.813,4.295,6.8,17.9666666666667,NA,NA,86.9,87.05,3946220,8451432.25
"138","MWI","Malawi",2015,544.276872741836,NA,4.452,13.9,NA,NA,16938942,445,9507.87133656424,7334.88435903533,NA,46.4,1.36,3.745,5.9,17.4,NA,NA,NA,87.05,1262879,8025964.75
"139","MYS","Malaysia",2015,9699.60046342736,NA,2.039,6.1,41.1,NA,31068833,22,544.276872741836,3054.67838989307,NA,46.4,4.452,3.92175,13.9,16.525,NA,NA,NA,87.05,16938942,12247821.75
"140","NAM","Namibia",2015,4965.67276506551,NA,3.604,20.3,59.1,NA,2282704,299,9699.60046342736,5328.61887730543,NA,NA,2.039,3.166,6.1,8.175,41.1,41.1,NA,86.9,31068833,13304218.5
"141","NCL","New Caledonia",2015,32428.5722348241,NA,2.08,7.5,NA,NA,269460,NA,4965.67276506551,6179.35535944974,NA,NA,3.604,2.86375,20.3,11.55,59.1,50.1,NA,NA,2282704,12888339.5
"142","NER","Niger",2015,481.111301105002,NA,7.211,12.4,NA,NA,20128124,491,32428.5722348241,11909.5305840147,NA,NA,2.08,3.04375,7.5,11.95,NA,50.1,NA,NA,269460,12639984.75
"143","NGA","Nigeria",2015,2679.5542234874,31.5,5.616,9.3,35.9,62.6,183995785,1113,481.111301105002,11893.7391911055,NA,NA,7.211,3.7335,12.4,11.575,NA,50.1,NA,NA,20128124,13437280.25
"144","NIC","Nicaragua",2015,2025.32477597575,NA,2.48,19.3,NA,NA,6298598,79,2679.5542234874,10138.7276311205,31.5,31.5,5.616,4.62775,9.3,12.375,35.9,47.5,62.6,62.6,183995785,51669018.25
"145","NLD","Netherlands",2015,45193.4032187971,NA,1.66,2.5,28.2,NA,16939923,5,2025.32477597575,9403.64063384806,NA,31.5,2.48,4.34675,19.3,12.125,NA,35.9,NA,62.6,6298598,52672991.75
"146","NOR","Norway",2015,74809.9658049898,NA,1.72,2.5,27.5,NA,5188607,2,45193.4032187971,12594.8483798413,NA,31.5,1.66,4.24175,2.5,10.875,28.2,32.05,NA,62.6,16939923,56840607.5
"147","NPL","Nepal",2015,882.30766159992,NA,2.25,6.3,NA,NA,27610325,252,74809.9658049898,31177.0620058125,NA,31.5,1.72,2.869,2.5,8.4,27.5,30.5333333333333,NA,62.6,5188607,53105728.25
"148","NRU","Nauru",2015,7587.25441038889,NA,3.827,NA,NA,NA,11185,NA,882.30766159992,30727.7503653406,NA,NA,2.25,2.0275,6.3,7.65,NA,27.85,NA,NA,27610325,14009363.25
"149","NZL","New Zealand",2015,38639.3501941427,NA,1.99,2.5,NA,NA,4609400,9,7587.25441038889,32118.2327739439,NA,NA,3.827,2.36425,NA,3.76666666666667,NA,27.85,NA,NA,11185,12437510
"150","OMN","Oman",2015,18777.4330589162,NA,2.959,6.3,NA,NA,4191776,15,38639.3501941427,30479.7195177803,NA,NA,1.99,2.44675,2.5,3.76666666666667,NA,27.5,NA,NA,4609400,9354879.25
"151","PAK","Pakistan",2015,1421.83527830089,NA,3.904,12.1,31.3,NA,210969298,187,18777.4330589162,16471.5863312619,NA,NA,2.959,2.7565,6.3,5.03333333333333,NA,NA,NA,NA,4191776,9105671.5
"152","PAN","Panama",2015,13669.5594424097,NA,2.564,7.3,50.8,99.1,3957099,49,1421.83527830089,16606.4682354372,NA,NA,3.904,3.17,12.1,6.96666666666667,31.3,31.3,NA,NA,210969298,54945414.75
"153","PER","Peru",2015,6180.11926810233,NA,2.338,5.5,43.4,97,30711863,65,13669.5594424097,18127.0444934424,NA,NA,2.564,2.85425,7.3,7.05,50.8,41.05,99.1,99.1,3957099,55931893.25
"154","PHL","Philippines",2015,2974.29691673713,NA,2.951,9.1,44.6,NA,103031365,88,6180.11926810233,10012.2367619323,NA,NA,2.338,2.94125,5.5,7.8,43.4,41.8333333333333,97,98.05,30711863,62457509
"155","PLW","Palau",2015,16141.1696583338,NA,2.21,NA,NA,NA,17794,NA,2974.29691673713,6061.45272638751,NA,NA,2.951,2.93925,9.1,8.5,44.6,42.525,NA,98.05,103031365,87167406.25
"156","PNG","Papua New Guinea",2015,2502.07344498028,NA,3.558,22.5,NA,NA,8682174,208,16141.1696583338,9741.28632139574,NA,NA,2.21,2.51575,NA,7.3,NA,46.2666666666667,NA,98.05,17794,34429530.25
"157","POL","Poland",2015,12560.051419682,NA,1.32,2.5,31.8,NA,37986412,2,2502.07344498028,6949.41482203838,NA,NA,3.558,2.76425,22.5,12.3666666666667,NA,44,NA,97,8682174,35610799
"158","PRI","Puerto Rico",2015,29763.4883013861,NA,1.3365,NA,NA,NA,3473232,18,12560.051419682,8544.3978599333,NA,NA,1.32,2.50975,2.5,11.3666666666667,31.8,38.2,NA,NA,37986412,37429436.25
"159","PRK","Korea, Dem. People's Rep.",2015,NA,NA,1.884,40.5,NA,NA,25258015,108,29763.4883013861,15241.6957060955,NA,NA,1.3365,2.106125,NA,12.5,NA,31.8,NA,NA,3473232,12539903
"160","PRT","Portugal",2015,19250.1065376852,NA,1.31,2.5,35.5,NA,10358076,10,NA,14941.8710553495,NA,NA,1.884,2.024625,40.5,21.8333333333333,NA,31.8,NA,NA,25258015,18849958.25
"161","PRY","Paraguay",2015,5861.40189546648,NA,2.645,2.6,47.6,NA,6177950,80,19250.1065376852,20524.5487529178,NA,NA,1.31,1.462625,2.5,15.1666666666667,35.5,33.65,NA,NA,10358076,19268933.75
"162","PSE","West Bank and Gaza",2015,3272.15432360708,NA,4.046,NA,NA,NA,4270092,26,5861.40189546648,18291.6655781793,NA,NA,2.645,1.793875,2.6,15.2,47.6,41.55,NA,NA,6177950,11316818.25
"163","PYF","French Polynesia",2015,18252.5142032094,NA,1.905,5.7,NA,NA,291787,NA,3272.15432360708,9461.22091891959,NA,NA,4.046,2.47125,NA,15.2,NA,41.55,NA,NA,4270092,11516033.25
"164","QAT","Qatar",2015,66984.9102002396,NA,1.864,NA,NA,NA,2414573,7,18252.5142032094,11659.044239992,NA,NA,1.905,2.4765,5.7,3.6,NA,41.55,NA,NA,291787,5274476.25
"165","ROU","Romania",2015,8976.9544892648,NA,1.62,2.5,35.9,75.6,19815616,15,66984.9102002396,23592.7451556306,NA,NA,1.864,2.615,NA,4.15,NA,47.6,NA,NA,2414573,3288600.5
"166","RUS","Russian Federation",2015,9277.7138671875,NA,1.777,2.5,36.5,NA,144640716,10,8976.9544892648,24371.6333040802,NA,NA,1.62,2.35875,2.5,4.1,35.9,35.9,75.6,75.6,19815616,6698017
"167","RWA","Rwanda",2015,733.813379277367,7.3,4.081,32.6,NA,99,11642959,312,9277.7138671875,25873.0231899753,NA,NA,1.777,1.7915,2.5,3.56666666666667,36.5,36.2,NA,75.6,144640716,41790673
"168","SAU","Saudi Arabia",2015,20442.3625620084,NA,2.637,4.6,NA,NA,32749848,16,733.813379277367,21493.3479839923,7.3,7.3,4.081,2.3355,32.6,12.5333333333333,NA,36.2,99,87.3,11642959,44628466
"169","SDN","Sudan",2015,1355.12609863281,NA,4.898,9.7,NA,NA,38171178,298,20442.3625620084,9857.71107443452,NA,7.3,2.637,2.52875,4.6,10.55,NA,36.2,NA,87.3,32749848,52212284.75
"170","SEN","Senegal",2015,1238.12639978389,16.1,4.781,9.5,NA,95,14356181,321,1355.12609863281,7952.25397677652,NA,7.3,4.898,3.34825,9.7,12.35,NA,36.5,NA,99,38171178,56801175.25
"171","SGP","Singapore",2015,55645.6068614606,NA,1.24,NA,NA,NA,5535002,8,1238.12639978389,5942.35710992562,16.1,11.7,4.781,4.09925,9.5,14.1,NA,NA,95,97,14356181,24230041.5
"172","SLB","Solomon Islands",2015,2134.80541826155,NA,4.356,21.6,NA,88.5,612660,141,55645.6068614606,19670.3054804714,NA,16.1,1.24,3.389,NA,7.93333333333333,NA,NA,NA,95,5535002,22703052.25
"173","SLE","Sierra Leone",2015,581.293411814954,NA,4.548,23.7,NA,NA,7314773,588,2134.80541826155,15093.4161945347,NA,16.1,4.356,3.81875,21.6,13.6,NA,NA,88.5,91.75,612660,14668755.25
"174","SLV","El Salvador",2015,3761.51368000275,NA,2.067,9.6,40.6,NA,6231066,44,581.293411814954,14899.9580228302,NA,16.1,4.548,3.73125,23.7,18.2666666666667,NA,NA,NA,91.75,7314773,6954654
"175","SMR","San Marino",2015,42281.8112549264,NA,NA,NA,NA,NA,33570,NA,3761.51368000275,15530.804842885,NA,NA,2.067,3.05275,9.6,18.3,40.6,40.6,NA,88.5,6231066,4923375.25
"176","SOM","Somalia",2015,507.482915467098,NA,6.978,58.2,NA,NA,13763906,761,42281.8112549264,12189.8559412514,NA,NA,NA,3.657,NA,18.3,NA,40.6,NA,88.5,33570,3548017.25
"177","SRB","Serbia",2015,5588.9794435877,NA,1.46,2.5,40.5,NA,7095383,13,507.482915467098,11783.0253155528,NA,NA,6.978,4.531,58.2,30.5,NA,40.6,NA,NA,13763906,6835828.75
"178","SSD","South Sudan",2015,1071.77776475545,NA,4.937,NA,NA,NA,11194299,1225,5588.9794435877,13034.946823496,NA,NA,1.46,3.50166666666667,2.5,23.4333333333333,40.5,40.55,NA,NA,7095383,6780981.25
"179","STP","Sao Tome and Principe",2015,1292.73305546523,NA,4.387,16.1,NA,NA,201124,139,1071.77776475545,12362.5128446842,NA,NA,4.937,4.45833333333333,NA,30.35,NA,40.5,NA,NA,11194299,8021789.5
"180","SUR","Suriname",2015,8907.83725830091,NA,2.494,9,NA,NA,575475,125,1292.73305546523,2115.24329481887,NA,NA,4.387,4.4405,16.1,25.6,NA,40.5,NA,NA,201124,8063678
"181","SVK","Slovak Republic",2015,16390.8821748507,NA,1.4,5.5,26.5,NA,5423801,5,8907.83725830091,4215.33188052732,NA,NA,2.494,3.3195,9,9.2,NA,40.5,NA,NA,575475,4766570.25
"182","SVN","Slovenia",2015,20890.1664304173,NA,1.57,2.5,25.4,NA,2063531,5,16390.8821748507,6915.80756334307,NA,NA,1.4,3.3045,5.5,10.2,26.5,26.5,NA,NA,5423801,4348674.75
"183","SWE","Sweden",2015,51545.4836095322,NA,1.85,2.5,29.2,NA,9799186,4,20890.1664304173,11870.4047297585,NA,NA,1.57,2.46275,2.5,8.275,25.4,25.95,NA,NA,2063531,2065982.75
"184","SWZ","Eswatini",2015,3583.31129031343,NA,3.117,14.4,NA,NA,1133936,338,51545.4836095322,24433.5923682753,NA,NA,1.85,1.8285,2.5,4.875,29.2,27.0333333333333,NA,NA,9799186,4465498.25
"185","SXM","Sint Maarten (Dutch part)",2015,36519.9926615273,NA,1.73,NA,NA,NA,38825,NA,3583.31129031343,23102.4608762784,NA,NA,3.117,1.98425,14.4,6.225,NA,27.0333333333333,NA,NA,1133936,4605113.5
"186","SYC","Seychelles",2015,15333.1051727105,NA,2.31,5.2,NA,NA,93419,5,36519.9926615273,28134.7384979476,NA,NA,1.73,2.06675,NA,6.46666666666667,NA,27.3,NA,NA,38825,3258869.5
"187","SYR","Syrian Arab Republic",2015,857.417884760688,NA,3.049,11.1,NA,NA,19205178,30,15333.1051727105,26745.4731835209,NA,NA,2.31,2.25175,5.2,7.36666666666667,NA,29.2,NA,NA,93419,2766341.5
"188","TCA","Turks and Caicos Islands",2015,25783.2941047676,NA,1.67,NA,NA,NA,36538,NA,857.417884760688,14073.456752328,NA,NA,3.049,2.5515,11.1,10.2333333333333,NA,NA,NA,NA,19205178,5117839.5
"189","TCD","Chad",2015,774.411603124119,35.9,6.706,26.2,NA,54.7,14140274,1125,25783.2941047676,19623.4524559415,NA,NA,1.67,2.18975,NA,8.15,NA,NA,NA,NA,36538,4843490
"190","TGO","Togo",2015,770.143807374741,NA,4.594,19.8,43,NA,7473229,441,774.411603124119,10687.0571913407,35.9,35.9,6.706,3.43375,26.2,14.1666666666667,NA,NA,54.7,54.7,14140274,8368852.25
"191","THA","Thailand",2015,5708.79409105798,NA,1.469,6.9,36,NA,70294397,30,770.143807374741,7046.31685000679,NA,35.9,4.594,4.00475,19.8,19.0333333333333,43,43,NA,54.7,7473229,10213804.75
"192","TJK","Tajikistan",2015,970.362547188452,NA,3.459,16.3,34,NA,8524063,20,5708.79409105798,8259.16090158111,NA,35.9,1.469,3.60975,6.9,17.6333333333333,36,39.5,NA,54.7,70294397,22986109.5
"193","TKM","Turkmenistan",2015,6208.2966545016,NA,2.93,5.5,NA,NA,5766431,6,970.362547188452,2055.92801218632,NA,35.9,3.459,4.057,16.3,17.3,34,37.6666666666667,NA,54.7,8524063,25107990.75
"194","TLS","Timor-Leste",2015,1322.9290943123,NA,3.903,27.6,NA,NA,1205813,285,6208.2966545016,3414.39927503069,NA,NA,2.93,3.113,5.5,12.125,NA,37.6666666666667,NA,NA,5766431,23014530
"195","TON","Tonga",2015,4117.93104694205,NA,3.562,NA,33.5,NA,106122,86,1322.9290943123,3552.59559676508,NA,NA,3.903,2.94025,27.6,14.075,NA,35,NA,NA,1205813,21447676
"196","TTO","Trinidad and Tobago",2015,18508.770502876,NA,1.682,11.3,NA,NA,1460177,31,4117.93104694205,3154.8798357361,NA,NA,3.562,3.4635,NA,16.4666666666667,33.5,33.75,NA,NA,106122,3900607.25
"197","TUN","Tunisia",2015,3960.92484913663,NA,2.251,2.8,32.8,NA,11557779,40,18508.770502876,7539.48182465799,NA,NA,1.682,3.01925,11.3,14.8,NA,33.5,NA,NA,1460177,2134635.75
"198","TUR","Turkiye",2015,11049.9951100942,NA,2.194,2.5,NA,NA,78218479,19,3960.92484913663,6977.63887331675,NA,NA,2.251,2.8495,2.8,13.9,32.8,33.15,NA,NA,11557779,3582472.75
"199","TUV","Tuvalu",2015,3384.38320147639,NA,3.217,NA,NA,NA,10877,NA,11049.9951100942,9409.40537726222,NA,NA,2.194,2.42225,2.5,5.53333333333333,NA,33.15,NA,NA,78218479,22835639.25
"200","TZA","Tanzania",2015,929.7998046875,NA,5.088,20.5,NA,NA,52542823,330,3384.38320147639,9226.01841589581,NA,NA,3.217,2.336,NA,5.53333333333333,NA,32.8,NA,NA,10877,22811828
"201","UGA","Uganda",2015,864.180059289672,24.1,5.306,30.2,NA,95.4,37477356,319,929.7998046875,4831.27574134868,NA,NA,5.088,3.1875,20.5,8.6,NA,32.8,NA,NA,52542823,35582489.5
"202","UKR","Ukraine",2015,2124.66259765625,NA,1.506,2.5,25.5,NA,45167350,11,864.180059289672,4057.08954388694,24.1,24.1,5.306,3.95125,30.2,17.7333333333333,NA,NA,95.4,95.4,37477356,42062383.75
"203","URY","Uruguay",2015,16950.7531694816,NA,2.023,2.5,40.1,NA,3402818,17,2124.66259765625,1825.75641577745,NA,24.1,1.506,3.77925,2.5,17.7333333333333,25.5,25.5,NA,95.4,45167350,33799601.5
"204","USA","United States",2015,57040.2082136605,NA,1.8435,2.5,41.2,NA,320738994,17,16950.7531694816,5217.34890777876,NA,24.1,2.023,3.48075,2.5,13.925,40.1,32.8,NA,95.4,3402818,34647586.75
"205","UZB","Uzbekistan",2015,2753.97105825798,NA,2.491,2.5,NA,99.4,31298900,31,57040.2082136605,19244.951010022,NA,24.1,1.8435,2.669625,2.5,9.425,41.2,35.6,NA,95.4,320738994,101696629.5
"206","VCT","St. Vincent and the Grenadines",2015,7386.74663845115,NA,2.099,5,NA,NA,106482,36,2753.97105825798,19717.3987597641,NA,NA,2.491,1.965875,2.5,2.5,NA,35.6,99.4,99.4,31298900,100152015.5
"207","VEN","Venezuela, RB",2015,NA,NA,2.34,10.8,NA,NA,30529716,126,7386.74663845115,21032.9197699628,NA,NA,2.099,2.114125,5,3.125,NA,40.65,NA,99.4,106482,88886798.5
"208","VGB","British Virgin Islands",2015,NA,NA,1.186,NA,NA,NA,29366,NA,NA,22393.6419701232,NA,NA,2.34,2.193375,10.8,5.2,NA,41.2,NA,99.4,30529716,95668523
"209","VIR","Virgin Islands (U.S.)",2015,34007.3529411765,NA,2.11,NA,NA,NA,107712,NA,NA,5070.35884835456,NA,NA,1.186,2.029,NA,6.1,NA,NA,NA,99.4,29366,15491116
"210","VNM","Viet Nam",2015,2595.23484372958,NA,1.951,7.1,NA,NA,92191398,52,34007.3529411765,20697.0497898138,NA,NA,2.11,1.93375,NA,7.9,NA,NA,NA,NA,107712,7693319
"211","VUT","Vanuatu",2015,2643.8868859095,NA,4.006,10.5,NA,NA,276438,92,2595.23484372958,18301.293892453,NA,NA,1.951,1.89675,7.1,8.95,NA,NA,NA,NA,92191398,30714548
"212","WSM","Samoa",2015,4048.46711296568,NA,4.357,7.3,NA,NA,203571,58,2643.8868859095,13082.1582236052,NA,NA,4.006,2.31325,10.5,8.8,NA,NA,NA,NA,276438,23151228.5
"213","XKX","Kosovo",2015,3520.78207462478,NA,1.751,NA,26.5,NA,1788196,NA,4048.46711296568,10823.7354459453,NA,NA,4.357,3.106,7.3,8.3,NA,NA,NA,NA,203571,23194779.75
"214","YEM","Yemen, Rep.",2015,1488.4162886442,NA,4.322,38.7,NA,NA,28516545,164,3520.78207462478,3202.09272930739,NA,NA,1.751,3.01625,NA,8.3,26.5,26.5,NA,NA,1788196,23614900.75
"215","ZAF","South Africa",2015,6204.92990145846,NA,2.359,6.5,NA,NA,55876504,141,1488.4162886442,2925.38809053604,NA,NA,4.322,3.609,38.7,18.8333333333333,NA,26.5,NA,NA,28516545,7696187.5
"216","ZMB","Zambia",2015,1307.90964916032,NA,4.793,33,55.8,NA,16248230,166,6204.92990145846,3815.64884442328,NA,NA,2.359,3.19725,6.5,17.5,NA,26.5,NA,NA,55876504,21596204
"217","ZWE","Zimbabwe",2015,1410.32917348908,21.6,3.849,32.6,NA,93.3,14154937,408,1307.90964916032,3130.50947847194,NA,NA,4.793,3.30625,33,26.0666666666667,55.8,41.15,NA,NA,16248230,25607368.75
"218","ABW","Aruba",2016,28449.7129463044,NA,1.953,NA,NA,NA,104874,NA,1410.32917348908,2602.89625318802,21.6,21.6,3.849,3.83075,32.6,27.7,NA,55.8,93.3,93.3,14154937,28699054
"219","AFG","Afghanistan",2016,523.053011984748,NA,5.262,21.8,NA,NA,34636207,750,28449.7129463044,9343.22041760306,NA,21.6,1.953,3.2385,NA,24.0333333333333,NA,55.8,NA,93.3,104874,21596136.25
"220","AGO","Angola",2016,1809.70937719455,34.5,5.686,14.4,NA,81.6,29154746,270,523.053011984748,7922.75119523464,NA,21.6,5.262,3.96425,21.8,29.1333333333333,NA,55.8,NA,93.3,34636207,16286062
"221","ALB","Albania",2016,4124.05538986272,NA,1.551,4.2,33.7,NA,2876101,7,1809.70937719455,8048.20112724319,34.5,28.05,5.686,4.1875,14.4,22.9333333333333,NA,NA,81.6,87.45,29154746,19512691
"222","AND","Andorra",2016,39931.2169800216,NA,NA,NA,NA,NA,72540,NA,4124.05538986272,8726.6326813366,NA,34.5,1.551,3.613,4.2,13.4666666666667,33.7,33.7,NA,81.6,2876101,16692982
"223","ARE","United Arab Emirates",2016,41054.5395698941,NA,1.438,4.5,NA,NA,8994263,8,39931.2169800216,11597.0086897659,NA,34.5,NA,4.16633333333333,NA,13.4666666666667,NA,33.7,NA,81.6,72540,16684898.5
"224","ARG","Argentina",2016,12790.2641396135,NA,2.241,2.9,42.3,NA,43590368,40,41054.5395698941,21729.8803292432,NA,34.5,1.438,2.89166666666667,4.5,7.7,NA,33.7,NA,81.6,8994263,10274412.5
"225","ARM","Armenia",2016,3679.95234740376,3.6,1.626,2.5,32.5,99.6,2865835,24,12790.2641396135,24475.019019848,NA,NA,2.241,1.74333333333333,2.9,3.86666666666667,42.3,38,NA,NA,43590368,13883318
"226","ASM","American Samoa",2016,13300.8246114811,NA,NA,NA,NA,NA,50448,NA,3679.95234740376,24363.9932592332,3.6,3.6,1.626,1.76833333333333,2.5,3.3,32.5,37.4,99.6,99.6,2865835,13880751.5
"227","ATG","Antigua and Barbuda",2016,16449.0591470407,NA,1.458,NA,NA,NA,90564,21,13300.8246114811,17706.3951670981,NA,3.6,NA,1.76833333333333,NA,3.3,NA,37.4,NA,99.6,50448,13875228.5
"228","AUS","Australia",2016,49918.7939327254,NA,1.752,2.5,33.7,NA,24190907,5,16449.0591470407,11555.0250613848,NA,3.6,1.458,1.775,NA,2.7,NA,37.4,NA,99.6,90564,11649303.75
"229","AUT","Austria",2016,45307.5878620429,NA,1.53,2.5,30.8,NA,8736668,5,49918.7939327254,20837.1575096627,NA,3.6,1.752,1.612,2.5,2.5,33.7,33.1,NA,99.6,24190907,6799438.5
"230","AZE","Azerbaijan",2016,3880.6852276838,NA,1.9,2.5,NA,NA,9757812,26,45307.5878620429,31244.0663883225,NA,NA,1.53,1.58,2.5,2.5,30.8,32.25,NA,NA,8736668,8267146.75
"231","BDI","Burundi",2016,242.539527292978,NA,5.587,NA,NA,NA,10903327,508,3880.6852276838,28889.0315423732,NA,NA,1.9,1.66,2.5,2.5,NA,32.25,NA,NA,9757812,10693987.75
"232","BEL","Belgium",2016,42012.6227191016,NA,1.68,2.5,27.6,NA,11331422,5,242.539527292978,24837.4016374363,NA,NA,5.587,2.69225,NA,2.5,NA,32.25,NA,NA,10903327,13397178.5
"233","BEN","Benin",2016,1049.82030361083,NA,5.303,8.7,NA,NA,11260085,590,42012.6227191016,22860.8588340303,NA,NA,1.68,2.67425,2.5,2.5,27.6,29.2,NA,NA,11331422,10182307.25
"234","BFA","Burkina Faso",2016,665.786328598963,NA,5.324,13.6,NA,NA,19275498,293,1049.82030361083,11796.4169444223,NA,NA,5.303,3.6175,8.7,4.56666666666667,NA,27.6,NA,NA,11260085,10813161.5
"235","BGD","Bangladesh",2016,1659.88817301175,NA,2.097,14.3,32.4,NA,159784568,196,665.786328598963,10992.6922196511,NA,NA,5.324,4.4735,13.6,8.26666666666667,NA,27.6,NA,NA,19275498,13192583
"236","BGR","Bulgaria",2016,7570.93165511708,NA,1.54,3.8,40.6,NA,7127822,7,1659.88817301175,11347.0293810808,NA,NA,2.097,3.601,14.3,9.775,32.4,30,NA,NA,159784568,50412893.25
"237","BHR","Bahrain",2016,22877.9351764172,NA,2.073,NA,NA,NA,1409661,15,7570.93165511708,2736.60661508466,NA,NA,1.54,3.566,3.8,10.1,40.6,36.5,NA,NA,7127822,49361993.25
"238","BHS","Bahamas, The",2016,29661.1410792573,NA,1.496,NA,NA,NA,395976,79,22877.9351764172,8193.63533328625,NA,NA,2.073,2.7585,NA,10.5666666666667,NA,36.5,NA,NA,1409661,46899387.25
"239","BIH","Bosnia and Herzegovina",2016,4917.26376596306,NA,1.324,2.5,NA,NA,3480986,6,29661.1410792573,15442.4740209508,NA,NA,1.496,1.8015,NA,9.05,NA,36.5,NA,NA,395976,42179506.75
"240","BLR","Belarus",2016,5039.77560949445,NA,1.733,2.5,25.3,NA,9469379,1,4917.26376596306,16256.8179191887,NA,NA,1.324,1.60825,2.5,3.15,NA,40.6,NA,NA,3480986,3103611.25
"241","BLZ","Belize",2016,6099.95710191497,NA,2.394,6.4,NA,97.2,367313,59,5039.77560949445,15624.028907783,NA,NA,1.733,1.6565,2.5,2.5,25.3,25.3,NA,NA,9469379,3689000.5
"242","BMU","Bermuda",2016,106885.878489327,NA,1.4,NA,NA,NA,64554,NA,6099.95710191497,11429.5343891574,NA,NA,2.394,1.73675,6.4,3.8,NA,25.3,97.2,97.2,367313,3428413.5
"243","BOL","Bolivia",2016,3013.50270721666,NA,2.829,14.9,45.2,95.6,11263015,161,106885.878489327,30735.7187416749,NA,NA,1.4,1.71275,NA,3.8,NA,25.3,NA,97.2,64554,3345558
"244","BRA","Brazil",2016,8680.73646873878,NA,1.709,2.5,53.4,NA,206859578,63,3013.50270721666,30259.7784769883,NA,NA,2.829,2.089,14.9,7.93333333333333,45.2,35.25,95.6,96.4,11263015,5291065.25
